Plant_ID,Plant_Type,Leaf_Color,Leaf_Spot_Size,Humidity,Temperature,Disease_Status
3450,Cucumber,Green,0.09,48.8,28.15,Healthy
3451,Tomato,Green,1.94,88.48,24.11,Healthy
3452,Cucumber,Dark Green,7.42,76.17,24.84,Severe Infection
3453,Potato,Yellowish,3.75,73.82,33.13,Mild Infection
3454,Tomato,Dark Green,8.33,86.64,36.48,Severe Infection
3455,Potato,Dark Green,6.78,81.23,34.69,Severe Infection
3456,Cucumber,Yellowish,5.02,86.31,28.35,Mild Infection
3457,Potato,Yellowish,8.86,64.67,33.89,Mild Infection
3458,Pepper,Dark Green,6.96,61.53,27.08,Mild Infection
3459,Tomato,Dark Green,7.94,74.08,25.82,Mild Infection
3460,Cucumber,Green,6.42,72.35,28.58,Mild Infection
3461,Cucumber,Green,5.61,71.9,30.35,Mild Infection
3462,Potato,Dark Green,0.23,72.97,31.25,Healthy
3463,Pepper,Green,6.95,75.01,21.28,Severe Infection
3464,Cucumber,Dark Green,8.25,94.01,22.62,Severe Infection
3465,Pepper,Green,4.34,48.11,25.22,Healthy
3466,Potato,Yellowish,7.36,52.13,31.16,Healthy
3467,Pepper,Green,4.21,91.32,32.14,Mild Infection
3468,Cucumber,Yellowish,8.4,46.51,27.02,Healthy
3469,Pepper,Yellowish,1.84,71.45,30.93,Healthy
3470,Tomato,Dark Green,0.24,58.4,18.58,Healthy
3471,Potato,Dark Green,2.99,55.02,29.4,Healthy
3472,Tomato,Yellowish,8.73,54.26,27.45,Healthy
3473,Tomato,Green,9.37,66.45,27.57,Mild Infection
3474,Cucumber,Dark Green,9.04,74.71,19.1,Mild Infection
3475,Pepper,Green,0.57,82.91,18.15,Healthy
3476,Potato,Green,9.57,81.33,32.45,Severe Infection
3477,Potato,Dark Green,2.47,55.52,23.76,Healthy
3478,Cucumber,Dark Green,7.59,53.73,23.98,Healthy
3479,Potato,Green,4.88,82.72,19.44,Mild Infection
3480,Cucumber,Yellowish,1.39,43.45,37.94,Healthy
3481,Cucumber,Dark Green,9.0,62.61,25.64,Mild Infection
3482,Potato,Yellowish,9.37,92.99,30.32,Severe Infection
3483,Potato,Dark Green,7.31,63.03,23.72,Mild Infection
3484,Potato,Green,1.98,54.11,32.39,Healthy
3485,Cucumber,Green,6.09,65.52,39.38,Mild Infection
3486,Tomato,Green,2.25,46.28,21.33,Healthy
3487,Potato,Green,5.23,86.78,30.35,Mild Infection
3488,Tomato,Green,0.68,87.31,33.9,Healthy
3489,Potato,Green,4.58,69.89,19.8,Mild Infection
3490,Tomato,Dark Green,8.5,49.12,38.81,Healthy
3491,Potato,Dark Green,6.51,65.43,27.06,Mild Infection
3492,Potato,Yellowish,4.59,68.19,35.74,Mild Infection
3493,Cucumber,Yellowish,2.59,83.25,22.43,Healthy
3494,Cucumber,Dark Green,5.19,58.16,34.65,Healthy
3495,Cucumber,Green,2.55,76.28,21.56,Healthy
3496,Tomato,Green,5.58,70.81,34.52,Mild Infection
3497,Potato,Green,2.82,45.18,25.56,Healthy
3498,Potato,Yellowish,8.22,45.8,32.45,Healthy
3499,Potato,Yellowish,2.04,82.66,39.22,Healthy
3500,Potato,Green,7.98,71.77,31.96,Mild Infection
3501,Pepper,Yellowish,1.58,90.33,29.73,Healthy
3502,Cucumber,Dark Green,8.57,83.63,24.97,Severe Infection
3503,Pepper,Yellowish,1.41,55.23,39.64,Healthy
3504,Tomato,Yellowish,6.54,50.13,37.67,Healthy
3505,Pepper,Green,0.83,64.22,31.54,Healthy
3506,Cucumber,Green,9.67,84.2,29.11,Severe Infection
3507,Pepper,Green,6.35,94.13,32.69,Severe Infection
3508,Cucumber,Dark Green,1.3,93.89,32.43,Healthy
3509,Tomato,Green,8.23,45.12,18.65,Healthy
3510,Potato,Dark Green,3.37,60.85,39.42,Mild Infection
3511,Tomato,Dark Green,3.14,69.74,33.63,Mild Infection
3512,Pepper,Dark Green,3.58,85.19,28.1,Mild Infection
3513,Potato,Dark Green,1.74,85.55,25.37,Healthy
3514,Tomato,Dark Green,1.42,45.54,23.28,Healthy
3515,Tomato,Yellowish,6.51,64.77,34.47,Mild Infection
3516,Cucumber,Dark Green,8.44,80.59,35.74,Severe Infection
3517,Pepper,Yellowish,1.06,41.71,34.26,Healthy
3518,Pepper,Yellowish,2.27,49.62,36.83,Healthy
3519,Cucumber,Yellowish,6.94,55.36,32.14,Healthy
3520,Tomato,Yellowish,0.33,56.79,22.68,Healthy
3521,Tomato,Green,8.71,75.92,38.64,Severe Infection
3522,Pepper,Green,2.6,83.36,32.63,Healthy
3523,Tomato,Dark Green,1.11,76.89,30.33,Healthy
3524,Cucumber,Dark Green,5.47,65.32,37.02,Mild Infection
3525,Pepper,Yellowish,4.23,93.72,20.44,Mild Infection
3526,Tomato,Dark Green,8.58,90.49,24.16,Severe Infection
3527,Pepper,Dark Green,8.05,90.09,34.59,Severe Infection
3528,Cucumber,Green,3.05,92.95,33.99,Mild Infection
3529,Pepper,Green,1.13,55.48,37.2,Healthy
3530,Potato,Green,2.42,69.74,20.12,Healthy
3531,Cucumber,Green,5.98,65.78,24.63,Mild Infection
3532,Pepper,Green,0.48,56.5,34.35,Healthy
3533,Cucumber,Dark Green,8.92,76.73,31.05,Severe Infection
3534,Pepper,Yellowish,7.95,44.34,23.27,Healthy
3535,Potato,Yellowish,5.73,54.73,35.36,Healthy
3536,Tomato,Green,4.88,53.88,22.84,Healthy
3537,Tomato,Green,8.69,68.89,18.72,Mild Infection
3538,Potato,Green,0.82,41.38,33.28,Healthy
3539,Potato,Dark Green,8.93,82.56,31.24,Severe Infection
3540,Tomato,Dark Green,5.92,73.39,31.89,Mild Infection
3541,Tomato,Yellowish,1.04,53.06,29.27,Healthy
3542,Potato,Green,2.72,93.39,23.78,Healthy
3543,Pepper,Yellowish,4.07,94.11,23.92,Mild Infection
3544,Potato,Green,6.04,40.16,18.87,Healthy
3545,Pepper,Yellowish,3.31,55.22,39.37,Healthy
3546,Tomato,Yellowish,2.81,50.79,31.44,Healthy
3547,Cucumber,Green,0.08,68.41,18.12,Healthy
3548,Potato,Yellowish,4.63,86.42,24.27,Mild Infection
3549,Tomato,Green,0.44,52.02,26.73,Healthy
3550,Tomato,Green,8.18,84.92,24.26,Severe Infection
3551,Tomato,Yellowish,0.3,88.39,30.65,Healthy
3552,Cucumber,Yellowish,9.29,42.47,27.91,Healthy
3553,Tomato,Green,8.82,61.44,34.06,Mild Infection
3554,Tomato,Green,2.97,54.2,32.84,Healthy
3555,Potato,Yellowish,8.63,92.47,33.87,Severe Infection
3556,Potato,Yellowish,0.41,79.47,36.25,Healthy
3557,Cucumber,Dark Green,8.0,54.12,32.64,Healthy
3558,Cucumber,Dark Green,5.5,45.08,31.12,Healthy
3559,Tomato,Green,7.5,62.23,25.06,Mild Infection
3560,Potato,Yellowish,8.88,75.54,32.22,Severe Infection
3561,Tomato,Dark Green,1.16,67.62,21.06,Healthy
3562,Pepper,Yellowish,9.02,79.82,20.65,Severe Infection
3563,Potato,Yellowish,0.12,69.37,21.13,Healthy
3564,Potato,Yellowish,3.99,64.69,19.86,Mild Infection
3565,Tomato,Green,4.67,84.44,22.75,Mild Infection
3566,Cucumber,Green,8.52,43.71,26.52,Healthy
3567,Cucumber,Yellowish,8.62,44.27,29.94,Healthy
3568,Potato,Dark Green,5.79,61.13,27.9,Mild Infection
3569,Tomato,Yellowish,0.12,45.44,37.57,Healthy
3570,Pepper,Green,5.26,41.51,26.65,Healthy
3571,Potato,Green,7.62,75.52,18.99,Severe Infection
3572,Pepper,Yellowish,6.37,41.4,32.21,Healthy
3573,Pepper,Yellowish,3.11,43.94,27.01,Healthy
3574,Potato,Green,5.8,69.21,36.52,Mild Infection
3575,Potato,Green,9.72,45.79,21.68,Healthy
3576,Potato,Yellowish,0.99,69.26,20.99,Healthy
3577,Potato,Dark Green,3.95,90.91,27.11,Mild Infection
3578,Potato,Yellowish,1.3,48.09,28.73,Healthy
3579,Potato,Green,4.74,60.37,26.25,Mild Infection
3580,Potato,Dark Green,2.88,85.47,39.65,Healthy
3581,Pepper,Dark Green,3.4,61.42,26.48,Mild Infection
3582,Cucumber,Green,5.42,48.48,30.18,Healthy
3583,Potato,Green,3.02,85.85,27.69,Mild Infection
3584,Cucumber,Green,3.42,50.7,19.27,Healthy
3585,Cucumber,Green,3.47,93.15,30.27,Mild Infection
3586,Cucumber,Yellowish,6.26,47.66,27.77,Healthy
3587,Pepper,Yellowish,3.0,83.03,34.16,Mild Infection
3588,Potato,Green,7.31,83.59,28.15,Severe Infection
3589,Cucumber,Green,2.28,66.16,29.95,Healthy
3590,Cucumber,Yellowish,5.33,90.02,33.89,Mild Infection
3591,Cucumber,Dark Green,1.25,47.19,35.39,Healthy
3592,Tomato,Green,1.49,88.24,38.77,Healthy
3593,Pepper,Dark Green,8.64,93.95,28.63,Severe Infection
3594,Pepper,Yellowish,2.03,60.64,24.29,Healthy
3595,Cucumber,Yellowish,4.92,61.26,29.25,Mild Infection
3596,Potato,Green,4.08,87.61,39.58,Mild Infection
3597,Pepper,Yellowish,9.56,82.05,30.62,Severe Infection
3598,Cucumber,Yellowish,4.39,46.01,36.79,Healthy
3599,Tomato,Green,8.83,89.12,19.37,Severe Infection
3600,Pepper,Green,9.26,68.07,31.79,Mild Infection
3601,Cucumber,Dark Green,7.23,66.23,33.13,Mild Infection
3602,Potato,Dark Green,3.59,47.39,24.59,Healthy
3603,Potato,Green,9.57,55.33,22.64,Healthy
3604,Pepper,Yellowish,8.28,94.88,32.89,Severe Infection
3605,Pepper,Dark Green,8.34,40.79,34.23,Healthy
3606,Tomato,Yellowish,7.69,47.86,34.58,Healthy
3607,Cucumber,Green,6.14,82.14,36.61,Severe Infection
3608,Cucumber,Yellowish,4.08,66.82,19.71,Mild Infection
3609,Potato,Yellowish,1.11,43.63,25.67,Healthy
3610,Cucumber,Green,9.55,92.12,19.59,Severe Infection
3611,Pepper,Dark Green,5.01,56.48,19.69,Healthy
3612,Potato,Dark Green,4.03,42.76,19.6,Healthy
3613,Pepper,Yellowish,8.03,52.78,24.18,Healthy
3614,Potato,Dark Green,5.83,54.64,18.48,Healthy
3615,Pepper,Green,0.34,70.19,22.82,Healthy
3616,Pepper,Green,1.88,62.89,34.71,Healthy
3617,Pepper,Yellowish,8.21,87.68,27.99,Severe Infection
3618,Potato,Dark Green,8.23,53.31,33.71,Healthy
3619,Cucumber,Yellowish,1.43,70.39,29.44,Healthy
3620,Pepper,Dark Green,8.82,62.08,21.49,Mild Infection
3621,Cucumber,Dark Green,4.02,79.69,23.97,Mild Infection
3622,Tomato,Yellowish,7.15,50.4,35.23,Healthy
3623,Potato,Dark Green,4.67,89.26,30.83,Mild Infection
3624,Potato,Green,9.31,91.72,19.82,Severe Infection
3625,Tomato,Green,8.67,47.15,30.43,Healthy
3626,Cucumber,Dark Green,9.1,89.05,27.54,Severe Infection
3627,Cucumber,Yellowish,4.94,44.91,33.11,Healthy
3628,Tomato,Yellowish,1.39,86.43,32.87,Healthy
3629,Tomato,Green,2.78,88.15,22.02,Healthy
3630,Pepper,Green,2.69,77.19,38.77,Healthy
3631,Cucumber,Yellowish,1.05,74.89,39.99,Healthy
3632,Potato,Yellowish,4.58,67.52,27.52,Mild Infection
3633,Potato,Dark Green,8.59,82.39,18.06,Severe Infection
3634,Tomato,Dark Green,7.2,70.36,27.15,Mild Infection
3635,Tomato,Green,6.48,87.84,34.07,Severe Infection
3636,Cucumber,Green,3.95,81.47,18.79,Mild Infection
3637,Cucumber,Yellowish,9.75,46.91,34.22,Healthy
3638,Cucumber,Green,5.79,77.52,28.3,Mild Infection
3639,Tomato,Yellowish,1.12,60.23,19.28,Healthy
3640,Potato,Green,0.15,54.72,36.38,Healthy
3641,Tomato,Dark Green,1.24,58.55,18.43,Healthy
3642,Potato,Yellowish,5.31,67.11,26.89,Mild Infection
3643,Potato,Green,5.19,65.53,39.2,Mild Infection
3644,Potato,Green,7.73,57.15,35.03,Healthy
3645,Cucumber,Dark Green,0.76,87.14,30.66,Healthy
3646,Pepper,Dark Green,4.36,60.23,22.0,Mild Infection
3647,Cucumber,Green,2.23,58.8,34.26,Healthy
3648,Tomato,Dark Green,6.63,71.39,30.5,Mild Infection
3649,Tomato,Yellowish,5.47,88.36,32.86,Mild Infection
3650,Cucumber,Green,2.07,73.34,24.41,Healthy
3651,Pepper,Yellowish,6.03,79.06,38.62,Severe Infection
3652,Tomato,Yellowish,5.82,43.28,32.78,Healthy
3653,Cucumber,Green,6.51,53.15,29.68,Healthy
3654,Pepper,Yellowish,2.05,70.87,35.09,Healthy
3655,Potato,Yellowish,7.81,47.74,31.69,Healthy
3656,Tomato,Yellowish,6.36,48.08,35.84,Healthy
3657,Pepper,Yellowish,3.45,77.08,23.72,Mild Infection
3658,Cucumber,Dark Green,8.9,55.98,28.34,Healthy
3659,Tomato,Dark Green,0.08,43.42,21.24,Healthy
3660,Cucumber,Green,9.58,64.62,20.95,Mild Infection
3661,Pepper,Dark Green,6.8,53.3,29.01,Healthy
3662,Tomato,Dark Green,4.6,55.11,35.75,Healthy
3663,Potato,Dark Green,1.66,63.8,18.97,Healthy
3664,Tomato,Green,9.81,42.75,36.56,Healthy
3665,Tomato,Dark Green,9.61,86.96,23.32,Severe Infection
3666,Cucumber,Yellowish,9.53,67.4,26.95,Mild Infection
3667,Potato,Green,9.19,52.05,28.1,Healthy
3668,Pepper,Yellowish,0.14,51.77,18.29,Healthy
3669,Cucumber,Yellowish,6.98,80.27,25.81,Severe Infection
3670,Pepper,Green,3.93,92.41,39.28,Mild Infection
3671,Potato,Dark Green,6.41,79.51,23.44,Severe Infection
3672,Pepper,Green,7.72,48.95,30.43,Healthy
3673,Potato,Green,3.77,85.95,35.26,Mild Infection
3674,Cucumber,Dark Green,8.08,84.26,19.01,Severe Infection
3675,Cucumber,Dark Green,2.54,68.31,35.78,Healthy
3676,Pepper,Green,0.0,62.15,37.68,Healthy
3677,Cucumber,Green,9.55,48.46,39.78,Healthy
3678,Tomato,Green,3.92,81.86,26.18,Mild Infection
3679,Tomato,Dark Green,5.77,90.51,38.92,Mild Infection
3680,Potato,Green,5.64,83.32,23.52,Mild Infection
3681,Pepper,Dark Green,1.92,76.11,23.29,Healthy
3682,Tomato,Yellowish,0.39,67.83,22.86,Healthy
3683,Potato,Green,2.82,49.64,37.07,Healthy
3684,Tomato,Green,4.28,79.55,30.39,Mild Infection
3685,Cucumber,Dark Green,4.3,86.18,21.16,Mild Infection
3686,Pepper,Yellowish,7.63,86.52,26.82,Severe Infection
3687,Pepper,Dark Green,2.04,88.89,29.98,Healthy
3688,Cucumber,Green,0.33,56.26,31.06,Healthy
3689,Potato,Green,8.79,60.04,24.5,Mild Infection
3690,Tomato,Yellowish,0.48,45.23,36.19,Healthy
3691,Cucumber,Dark Green,8.25,82.56,25.76,Severe Infection
3692,Potato,Green,2.9,65.48,19.0,Healthy
3693,Tomato,Green,5.32,61.55,30.03,Mild Infection
3694,Tomato,Green,7.23,43.37,25.97,Healthy
3695,Cucumber,Yellowish,4.37,51.2,18.22,Healthy
3696,Cucumber,Yellowish,3.1,42.85,22.2,Healthy
3697,Pepper,Yellowish,7.59,75.23,27.15,Severe Infection
3698,Potato,Dark Green,2.53,89.28,36.0,Healthy
3699,Pepper,Dark Green,10.0,46.89,25.41,Healthy
3700,Cucumber,Yellowish,5.42,52.13,34.77,Healthy
3701,Cucumber,Green,7.54,60.94,27.12,Mild Infection
3702,Cucumber,Yellowish,2.69,54.8,29.39,Healthy
3703,Cucumber,Dark Green,9.49,66.5,25.96,Mild Infection
3704,Pepper,Green,7.81,47.15,30.32,Healthy
3705,Pepper,Green,4.49,49.46,39.39,Healthy
3706,Potato,Yellowish,9.21,79.29,28.16,Severe Infection
3707,Pepper,Dark Green,2.74,80.09,36.96,Healthy
3708,Pepper,Green,3.36,50.74,25.6,Healthy
3709,Cucumber,Green,7.27,87.11,33.43,Severe Infection
3710,Pepper,Green,3.81,92.09,28.92,Mild Infection
3711,Pepper,Dark Green,1.24,40.88,35.21,Healthy
3712,Potato,Dark Green,0.98,73.88,36.55,Healthy
3713,Cucumber,Yellowish,5.34,67.56,33.54,Mild Infection
3714,Cucumber,Yellowish,4.82,63.63,24.79,Mild Infection
3715,Cucumber,Green,9.52,92.88,33.72,Severe Infection
3716,Cucumber,Yellowish,6.77,88.36,35.79,Severe Infection
3717,Cucumber,Yellowish,5.02,57.41,35.96,Healthy
3718,Cucumber,Yellowish,8.51,57.21,38.58,Healthy
3719,Pepper,Yellowish,1.63,74.54,23.45,Healthy
3720,Tomato,Green,1.91,41.09,26.6,Healthy
3721,Cucumber,Green,8.78,91.42,27.47,Severe Infection
3722,Tomato,Dark Green,0.84,53.59,25.83,Healthy
3723,Tomato,Yellowish,2.05,77.26,19.59,Healthy
3724,Pepper,Green,6.32,75.3,32.77,Severe Infection
3725,Potato,Yellowish,1.01,63.01,34.52,Healthy
3726,Tomato,Dark Green,0.11,91.77,38.12,Healthy
3727,Potato,Green,5.48,93.74,20.27,Mild Infection
3728,Cucumber,Dark Green,5.82,70.55,22.18,Mild Infection
3729,Tomato,Yellowish,6.05,68.58,19.63,Mild Infection
3730,Potato,Green,5.5,80.71,31.88,Mild Infection
3731,Potato,Dark Green,1.72,47.92,31.1,Healthy
3732,Pepper,Dark Green,6.96,43.76,27.47,Healthy
3733,Pepper,Yellowish,0.15,75.67,23.88,Healthy
3734,Pepper,Dark Green,7.07,53.8,32.87,Healthy
3735,Cucumber,Dark Green,5.98,57.21,23.96,Healthy
3736,Tomato,Green,6.12,46.44,27.88,Healthy
3737,Pepper,Dark Green,7.72,91.65,18.15,Severe Infection
3738,Cucumber,Dark Green,6.27,60.55,19.11,Mild Infection
3739,Tomato,Yellowish,9.58,53.92,27.91,Healthy
3740,Cucumber,Green,6.72,86.19,22.15,Severe Infection
3741,Cucumber,Dark Green,4.34,45.6,18.18,Healthy
3742,Pepper,Yellowish,8.61,44.64,35.76,Healthy
3743,Cucumber,Green,9.96,68.2,27.64,Mild Infection
3744,Cucumber,Green,7.01,70.08,32.75,Mild Infection
3745,Tomato,Yellowish,7.39,50.96,37.3,Healthy
3746,Pepper,Yellowish,0.77,59.58,18.35,Healthy
3747,Potato,Yellowish,6.07,65.24,34.12,Mild Infection
3748,Pepper,Dark Green,8.85,60.47,25.33,Mild Infection
3749,Pepper,Yellowish,7.87,67.14,24.23,Mild Infection
3750,Pepper,Dark Green,9.88,68.25,23.57,Mild Infection
3751,Cucumber,Yellowish,2.06,82.39,27.4,Healthy
3752,Pepper,Green,9.15,58.35,37.03,Healthy
3753,Tomato,Green,4.11,41.93,35.32,Healthy
3754,Potato,Yellowish,4.99,75.09,36.34,Mild Infection
3755,Potato,Yellowish,8.25,91.5,19.41,Severe Infection
3756,Potato,Yellowish,5.9,72.94,22.42,Mild Infection
3757,Pepper,Green,2.1,65.82,18.62,Healthy
3758,Tomato,Yellowish,4.09,79.21,18.25,Mild Infection
3759,Potato,Dark Green,7.87,46.15,29.36,Healthy
3760,Cucumber,Green,8.26,81.07,33.85,Severe Infection
3761,Pepper,Yellowish,9.25,84.32,18.18,Severe Infection
3762,Pepper,Dark Green,3.54,69.46,25.85,Mild Infection
3763,Cucumber,Green,8.09,85.55,22.75,Severe Infection
3764,Tomato,Dark Green,9.41,59.49,29.12,Healthy
3765,Tomato,Green,5.53,45.64,26.64,Healthy
3766,Pepper,Yellowish,6.77,50.66,36.89,Healthy
3767,Tomato,Yellowish,0.13,65.4,27.12,Healthy
3768,Tomato,Green,7.22,65.26,27.04,Mild Infection
3769,Cucumber,Yellowish,7.41,66.92,27.45,Mild Infection
3770,Tomato,Dark Green,2.97,69.25,35.37,Healthy
3771,Potato,Green,7.32,58.99,27.11,Healthy
3772,Pepper,Dark Green,5.82,46.68,31.96,Healthy
3773,Potato,Green,1.67,51.65,24.84,Healthy
3774,Pepper,Dark Green,7.49,54.72,25.38,Healthy
3775,Cucumber,Yellowish,4.29,70.63,27.15,Mild Infection
3776,Pepper,Yellowish,1.72,78.3,33.45,Healthy
3777,Potato,Dark Green,6.31,62.66,37.15,Mild Infection
3778,Cucumber,Yellowish,1.17,46.35,31.32,Healthy
3779,Tomato,Yellowish,2.06,47.86,33.23,Healthy
3780,Tomato,Dark Green,5.08,89.26,22.49,Mild Infection
3781,Tomato,Green,0.69,41.0,35.44,Healthy
3782,Tomato,Yellowish,6.89,70.84,31.83,Mild Infection
3783,Cucumber,Green,7.53,80.22,33.34,Severe Infection
3784,Tomato,Green,1.27,88.08,22.48,Healthy
3785,Potato,Green,8.21,69.24,29.23,Mild Infection
3786,Tomato,Green,4.1,66.64,18.29,Mild Infection
3787,Tomato,Dark Green,0.67,89.6,22.48,Healthy
3788,Potato,Dark Green,9.68,61.42,29.92,Mild Infection
3789,Cucumber,Green,5.13,93.99,27.91,Mild Infection
3790,Potato,Yellowish,0.43,52.74,38.74,Healthy
3791,Pepper,Yellowish,6.08,43.85,34.04,Healthy
3792,Pepper,Dark Green,0.45,60.6,26.13,Healthy
3793,Pepper,Yellowish,8.31,91.11,26.34,Severe Infection
3794,Cucumber,Green,0.95,60.53,31.9,Healthy
3795,Cucumber,Yellowish,4.26,42.68,30.78,Healthy
3796,Potato,Green,6.77,68.66,25.7,Mild Infection
3797,Cucumber,Green,7.13,40.8,22.56,Healthy
3798,Pepper,Yellowish,3.91,76.44,25.63,Mild Infection
3799,Potato,Green,4.33,54.2,31.32,Healthy
3800,Potato,Dark Green,1.56,71.83,31.91,Healthy
3801,Potato,Green,2.02,79.4,23.96,Healthy
3802,Pepper,Green,4.25,53.28,22.73,Healthy
3803,Cucumber,Dark Green,0.77,67.89,22.13,Healthy
3804,Potato,Dark Green,6.6,61.05,36.08,Mild Infection
3805,Cucumber,Green,2.64,54.96,33.23,Healthy
3806,Potato,Yellowish,2.7,75.0,25.14,Healthy
3807,Cucumber,Green,5.95,78.21,22.81,Mild Infection
3808,Potato,Dark Green,7.78,76.41,35.93,Severe Infection
3809,Pepper,Yellowish,6.99,50.32,19.94,Healthy
3810,Cucumber,Green,2.6,63.78,18.69,Healthy
3811,Potato,Green,5.57,88.36,23.35,Mild Infection
3812,Cucumber,Dark Green,8.98,76.68,25.11,Severe Infection
3813,Pepper,Yellowish,8.25,89.55,39.92,Severe Infection
3814,Potato,Yellowish,9.67,84.7,33.55,Severe Infection
3815,Pepper,Yellowish,6.74,91.35,35.63,Severe Infection
3816,Pepper,Green,3.04,65.62,30.57,Mild Infection
3817,Tomato,Green,8.49,92.86,37.62,Severe Infection
3818,Potato,Yellowish,3.12,40.75,19.76,Healthy
3819,Potato,Dark Green,7.06,40.94,38.17,Healthy
3820,Cucumber,Yellowish,5.63,86.04,31.63,Mild Infection
3821,Cucumber,Green,5.81,87.54,30.91,Mild Infection
3822,Tomato,Green,7.07,81.62,27.73,Severe Infection
3823,Pepper,Green,9.28,52.59,31.13,Healthy
3824,Potato,Dark Green,2.12,58.8,29.61,Healthy
3825,Pepper,Green,8.04,93.96,32.29,Severe Infection
3826,Cucumber,Dark Green,4.55,72.62,19.17,Mild Infection
3827,Potato,Yellowish,9.42,77.26,26.21,Severe Infection
3828,Tomato,Green,9.74,42.99,32.17,Healthy
3829,Potato,Dark Green,8.1,70.51,34.45,Mild Infection
3830,Tomato,Yellowish,5.8,51.23,18.93,Healthy
3831,Tomato,Green,6.85,92.18,19.33,Severe Infection
3832,Tomato,Yellowish,4.55,49.43,27.98,Healthy
3833,Cucumber,Dark Green,9.54,90.06,32.06,Severe Infection
3834,Tomato,Green,6.43,72.15,36.34,Mild Infection
3835,Potato,Dark Green,5.94,80.73,20.09,Mild Infection
3836,Cucumber,Green,6.07,63.28,19.86,Mild Infection
3837,Cucumber,Yellowish,2.11,88.56,32.5,Healthy
3838,Tomato,Yellowish,7.37,88.74,22.33,Severe Infection
3839,Cucumber,Yellowish,2.16,46.89,22.41,Healthy
3840,Tomato,Yellowish,9.41,73.17,31.62,Mild Infection
3841,Tomato,Dark Green,4.35,47.04,25.65,Healthy
3842,Cucumber,Green,3.06,76.81,37.62,Mild Infection
3843,Potato,Yellowish,1.68,83.42,27.16,Healthy
3844,Pepper,Dark Green,1.67,54.77,20.22,Healthy
3845,Tomato,Yellowish,1.14,94.19,21.65,Healthy
3846,Cucumber,Yellowish,2.99,83.91,25.18,Healthy
3847,Potato,Dark Green,6.74,54.11,25.82,Healthy
3848,Cucumber,Green,7.77,49.36,37.76,Healthy
3849,Potato,Yellowish,0.99,94.27,23.97,Healthy
3850,Pepper,Yellowish,1.56,78.87,31.58,Healthy
3851,Cucumber,Dark Green,3.12,82.93,24.68,Mild Infection
3852,Cucumber,Dark Green,9.84,88.15,27.72,Severe Infection
3853,Potato,Green,3.64,79.34,24.2,Mild Infection
3854,Potato,Green,9.92,59.09,30.04,Healthy
3855,Tomato,Yellowish,1.26,50.96,18.99,Healthy
3856,Tomato,Green,0.16,82.08,38.69,Healthy
3857,Tomato,Dark Green,5.6,65.9,32.43,Mild Infection
3858,Potato,Yellowish,8.0,76.19,20.57,Severe Infection
3859,Cucumber,Yellowish,5.14,78.42,27.16,Mild Infection
3860,Cucumber,Green,5.1,88.94,35.99,Mild Infection
3861,Tomato,Green,4.03,68.21,37.13,Mild Infection
3862,Cucumber,Yellowish,2.79,91.28,34.32,Healthy
3863,Pepper,Dark Green,8.54,87.01,21.64,Severe Infection
3864,Pepper,Green,6.04,62.36,37.87,Mild Infection
3865,Potato,Yellowish,3.75,71.42,21.15,Mild Infection
3866,Pepper,Dark Green,5.57,60.21,19.91,Mild Infection
3867,Pepper,Green,6.73,83.78,21.85,Severe Infection
3868,Tomato,Yellowish,2.5,52.0,37.23,Healthy
3869,Potato,Green,0.54,74.29,31.21,Healthy
3870,Cucumber,Green,5.54,52.76,23.84,Healthy
3871,Tomato,Green,9.49,56.17,23.22,Healthy
3872,Pepper,Dark Green,7.86,73.55,38.34,Mild Infection
3873,Tomato,Yellowish,7.02,40.35,35.0,Healthy
3874,Pepper,Dark Green,7.04,81.82,29.28,Severe Infection
3875,Tomato,Dark Green,1.71,61.88,36.21,Healthy
3876,Tomato,Dark Green,5.11,51.24,25.49,Healthy
3877,Cucumber,Yellowish,5.01,90.08,29.22,Mild Infection
3878,Pepper,Dark Green,8.39,70.31,27.64,Mild Infection
3879,Tomato,Yellowish,3.36,81.46,22.74,Mild Infection
3880,Cucumber,Green,1.89,82.54,38.13,Healthy
3881,Pepper,Dark Green,2.0,78.26,31.44,Healthy
3882,Pepper,Yellowish,2.11,71.27,32.33,Healthy
3883,Potato,Green,9.27,87.11,36.37,Severe Infection
3884,Potato,Dark Green,4.31,57.49,34.49,Healthy
3885,Cucumber,Green,2.93,55.55,27.21,Healthy
3886,Tomato,Yellowish,6.37,56.16,18.91,Healthy
3887,Pepper,Green,2.96,75.94,22.23,Healthy
3888,Potato,Yellowish,3.5,72.98,29.14,Mild Infection
3889,Tomato,Yellowish,6.78,58.69,28.02,Healthy
3890,Tomato,Green,7.94,59.08,27.58,Healthy
3891,Cucumber,Yellowish,8.5,47.82,24.89,Healthy
3892,Potato,Dark Green,9.85,94.54,29.9,Severe Infection
3893,Cucumber,Dark Green,0.92,91.07,19.36,Healthy
3894,Cucumber,Yellowish,4.47,48.28,39.3,Healthy
3895,Potato,Yellowish,6.62,53.57,28.36,Healthy
3896,Potato,Dark Green,1.15,49.75,24.47,Healthy
3897,Pepper,Green,6.64,40.38,22.67,Healthy
3898,Potato,Yellowish,8.96,62.13,37.46,Mild Infection
3899,Pepper,Yellowish,4.4,56.44,20.36,Healthy
3900,Potato,Dark Green,8.63,91.71,31.28,Severe Infection
3901,Cucumber,Dark Green,1.17,49.53,28.69,Healthy
